"region","variety","year","produced","yield","PID","frosts","gdd1000","kdd1000","avgmin","precip","NA"
"Brazil","combined",1980,1061195,2433604,0.436059030146236,33,0,3.9007155524004,0.00183959417796541,0.0124522554649018,20.4417130975446
"Brazil","combined",1981,2032210,2617836,0.776293854924449,33,0,4.01201292336616,0.00151110683611159,0.0116786804095938,20.5935625893939
"Brazil","combined",1982,957931,1895486,0.505374874834211,33,0,3.87559742683611,0.000194128079670116,0.0132179513720257,20.4497370383827
"Brazil","combined",1983,1671588,2346007,0.712524728187086,33,0,3.9232646531384,0.00145927961243217,0.0169866678843121,21.0102155744004
"Brazil","combined",1984,1420281,2505435,0.566880002873753,33,0,3.93774855740034,0.000856018857610421,0.0138068887337225,20.5324644025348
"Brazil","combined",1985,1910646,2533762,0.754074771032165,33,0,3.99564513855033,0.00298614346310962,0.0145525298087111,20.7936583718454
"Brazil","combined",1986,1041406,2591461,0.401860572086557,33,0,3.99772217194372,0.00721873952968437,0.0115442972331239,20.4571998981336
"Brazil","combined",1987,2202708,2875641,0.765988522211222,33,0,3.95874573781549,0.00563358000504392,0.013094526281018,20.6237414797955
"Brazil","combined",1988,1348014,2951493,0.456722750147129,33,0,4.00371189846255,0.00214490857978231,0.0144853958876603,21.0740739175597
"Brazil","combined",1989,1532335,3041387,0.503827694403902,33,0,3.93815225035242,0.00102913076635662,0.0132016396652937,20.4053454574209
"Brazil","combined",1990,1464856,2908960,0.503566910510973,33,0,3.90512860360751,0.000262985944464516,0.0121827791918609,20.4319235798768
"Brazil","combined",1991,1520382,2763440,0.550177315230293,33,0,3.958606075138,0.00345393982975482,0.0148956145741566,20.8055901794023
"Brazil","combined",1992,1294373,2500320,0.517682936584117,33,0,3.97233486089692,0.00403450287290115,0.0112172148874357,20.6977805301394
"Brazil","combined",1993,1278759,2259330,0.565990359973975,33,0,3.88987584256075,0.00022633520498773,0.0133015395745794,20.187129454857
"Brazil","combined",1994,1307289,2097650,0.623215979786904,33,0,4.04456014840828,0.0078038483938509,0.0115477435692107,20.9386072182917
"Brazil","combined",1995,930135,1869980,0.49740371554776,33,0,4.02837891753693,0.0098085566894967,0.0128464085730282,21.0065500360579
"Brazil","combined",1996,1369196,1920250,0.713030074209087,33,0,3.99367017843926,0.00104126270122651,0.0144863533898398,20.9058625103482
"Brazil","combined",1997,1228513,1988190,0.617905230385426,33,0,3.91579477816737,5.00025918009313e-05,0.0174631773621814,20.848037537516
"Brazil","combined",1998,1689366,2070410,0.815957225863476,33,0,4.10271927598772,0.00834140590258356,0.0161143564833496,21.8980975677541
"Brazil","combined",1999,1631852,2222925,0.734101240482697,33,0,4.02504157110119,0.00149892931201717,0.0146123389429289,21.2537286670849
"Brazil","combined",2000,1903562,2267968,0.839324893472924,33,0,3.91209543151563,2.90425671022631e-05,0.015037206333287,20.7452335514006
"Brazil","combined",2001,1819569,2336031,0.778914748990917,33,0,4.17252442353716,0.00937969799251755,0.0102184702964369,21.1788398636932
"Brazil","combined",2002,2649610,2370910,1.11754980155299,33,0,4.07081438202187,0.00828797094521886,0.0110296214823026,21.2475495810875
"Brazil","combined",2003,1987074,2395501,0.829502471508048,33,0,4.12435673969867,0.0163645360441952,0.0111607344544984,21.588440972098
"Brazil","combined",2004,2465710,2368040,1.04124508031959,33,0,4.04963420816886,0.0122768877695039,0.0101251232541383,20.9644020130005
"Brazil","combined",2005,2140169,2325920,0.9201386978056,33,0,4.06594466225808,0.00225590136255217,0.0123390193753597,21.1860695154116
"Brazil","combined",2006,2573368,2312157,1.11297286473194,33,0,4.02094055386017,0.00294046378189243,0.0139838826221398,21.1932852539016
"Brazil","combined",2007,2249011,2264129,0.993322818620317,33,0,4.00475290572609,0.000782425105450214,0.0149979975701696,21.3765433719748
"Brazil","combined",2008,2796927,2222224,1.25861614310709,33,0,4.00396979795836,0.00345106311986558,0.0147182376990477,20.9718863639808
"Brazil","combined",2009,2440056,2135508,1.14261150040178,33,0,4.02319803025643,0.00233831541583083,0.0174525937175095,21.2802834006759
"Madagascar","combined",1981,79880,216960,0.368178466076696,138,0,7.83264648542498,0,0.0214081923975027,16.8732360380618
"Madagascar","combined",1982,83460,217620,0.383512544802867,138,0,7.78579835880925,0,0.0184636634566616,16.8238032741478
"Madagascar","combined",1983,81225,219535,0.369986562507117,138,0,7.76138843333162,0,0.0248867310777853,16.9728264330805
"Madagascar","combined",1984,80855,223000,0.362578475336323,138,0,7.76672370524913,0,0.0215197408495189,16.9885860832872
"Madagascar","combined",1985,81400,223100,0.364858807709547,138,0,7.6615939881759,0,0.0249079308355169,16.5934279494358
"Madagascar","combined",1986,78500,223200,0.351702508960573,138,0,7.60809869816298,0,0.0213802646943924,16.2064037663598
"Madagascar","combined",1987,82280,224235,0.366936472896738,138,0,7.5877853557229,0,0.0203146740672829,16.272138021811
"Madagascar","combined",1988,80750,223995,0.36049911828389,138,0,7.73418430473586,0,0.0237130561287943,16.5306804922608
"Madagascar","combined",1989,83500,225000,0.371111111111111,138,0,7.8431969666285,0,0.0158920874782773,16.6641200208981
"Madagascar","combined",1990,88200,231100,0.381652964084812,138,0,7.70049295318719,0,0.0218136209909296,16.468596333882
"Madagascar","combined",1991,85000,240400,0.353577371048253,138,0,7.65415522715926,0,0.0242853296056829,16.592671710283
"Madagascar","combined",1992,83865,220000,0.381204545454545,138,0,7.78980611375628,0,0.0214730031263418,16.6445283462171
"Madagascar","combined",1993,79882,216000,0.369824074074074,138,0,7.83275310509666,0.000116231608304424,0.0210074444827027,16.5513984596486
"Madagascar","combined",1994,78000,210810,0.370001423082396,138,0,7.61809810192901,3.93387245531276e-05,0.0198412626990962,16.1237104421914
"Madagascar","combined",1995,70000,168000,0.416666666666667,138,0,7.69030068084025,4.09247523504059e-05,0.0252111526359536,16.5446970884138
"Madagascar","combined",1996,68000,192000,0.354166666666667,138,0,7.77720577489733,0,0.0211335088686786,16.7441823392862
"Madagascar","combined",1997,68000,193000,0.352331606217617,138,0,7.77935748234109,0,0.022635962165859,16.7372232339214
"Madagascar","combined",1998,55000,192000,0.286458333333333,138,0,7.7253985158186,0,0.0216891376922566,16.1900435776457
"Madagascar","combined",1999,60000,193000,0.310880829015544,138,0,7.95726828942411,0.000189678598748462,0.025530798867373,17.2072577880661
"Madagascar","combined",2000,65000,193070,0.336665458123996,138,0,7.79504138016106,0,0.0174064046271075,16.7505299304937
"Madagascar","combined",2001,58080,193200,0.300621118012422,138,0,7.78997885680435,0.000343232067987883,0.0180778755389815,16.5845201356712
"Madagascar","combined",2002,64530,193355,0.333738460344961,138,0,7.80352410313487,0,0.0195019289009312,16.807288545678
"Madagascar","combined",2003,61520,193510,0.317916386750039,138,0,7.94772344243684,0.000320045079672223,0.020111747634241,16.9422825394495
"Madagascar","combined",2004,70315,193670,0.363066040171426,138,0,7.95949065413003,0,0.0255645683031227,17.4923461845119
"Madagascar","combined",2005,67775,193770,0.349770346286835,138,0,7.89686393046003,6.69598558261377e-05,0.0211948251744099,17.1912656652865
"Madagascar","combined",2006,55500,115020,0.482524778299426,138,0,8.05912300988607,0,0.023188620542178,17.561404296585
"Madagascar","combined",2007,61635,115100,0.535490877497828,138,0,7.93715724402641,0,0.0171667049221162,17.0364891075385
"Madagascar","combined",2008,67000,125000,0.536,138,0,8.02642389899134,0,0.0287134118446035,17.6138984371538
"Madagascar","combined",2009,59556,126940,0.469166535371041,138,0,7.99854037855252,0.000100594852336955,0.0205136779913141,17.0320959232541
"Madagascar","combined",2010,65000,130000,0.5,138,0,8.1224004944266,6.73141296346183e-05,0.0201811998315213,17.3550272903395
"Suriname","combined",1981,45,152,0.296052631578947,203,0,10.6325028978951,0.118571590700176,0.0147205663708876,24.8831014811225
"Suriname","combined",1982,53,345,0.153623188405797,203,0,10.6956639505461,0.145135318060323,0.0169831857071779,25.0495831175568
"Suriname","combined",1983,44,195,0.225641025641026,203,0,10.4596442439228,0.105155887616115,0.0177831553567387,24.6508547845477
"Suriname","combined",1984,47,229,0.205240174672489,203,0,10.572787591711,0.118471934829799,0.0147709214269664,24.8421864677152
"Suriname","combined",1985,40,247,0.161943319838057,203,0,10.4925990618271,0.102887059059577,0.014108702713099,24.4800292512719
"Suriname","combined",1986,35,236,0.148305084745763,203,0,10.2171466108313,0.0474455265342886,0.0169082895790237,23.7715081174229
"Suriname","combined",1987,44,247,0.178137651821862,203,0,10.3400789493808,0.076818653862955,0.0166587098919249,24.0065587075564
"Suriname","combined",1988,36,269,0.133828996282528,203,0,10.511961492258,0.106698844765685,0.0143364121651748,24.5310810164805
"Suriname","combined",1989,39,239,0.163179916317992,203,0,10.7344415653892,0.175739117857376,0.0139556868849777,25.1637674140998
"Suriname","combined",1990,49,242,0.202479338842975,203,0,10.2195182624154,0.0825103694083083,0.0241092968591145,24.2818925708904
"Suriname","combined",1991,46,239,0.192468619246862,203,0,10.2765707087775,0.0637620511107514,0.0231986060657219,24.4841313969887
"Suriname","combined",1992,55,235,0.234042553191489,203,0,10.4372325654487,0.104820441995266,0.0184599587563961,24.60772826147
"Suriname","combined",1993,43,237,0.181434599156118,203,0,10.5651576380659,0.104561712397105,0.0139732292997735,24.7172397427568
"Suriname","combined",1994,50,240,0.208333333333333,203,0,10.5316431942404,0.114365641196612,0.0155251146670406,24.6878666700391
"Suriname","combined",1995,42,246,0.170731707317073,203,0,10.3903127683913,0.088112744320601,0.0194353531084165,24.4327186199705
"Suriname","combined",1996,50,190,0.263157894736842,203,0,10.5777288568068,0.115715331387345,0.0176794144712725,24.7917817252702
"Suriname","combined",1997,33,242,0.136363636363636,203,0,10.4707026560546,0.11094456927733,0.0229807435501502,24.7219507360661
"Suriname","combined",1998,16,215,0.0744186046511628,203,0,10.4541790773848,0.104158161689438,0.0214009571366946,24.6329076660933
"Suriname","combined",1999,11,215,0.0511627906976744,203,0,10.7415687867867,0.175312083784975,0.0191387963241691,25.532261355298
"Suriname","combined",2000,10,210,0.0476190476190476,203,0,10.5383434280844,0.12817379947684,0.0223805690278093,24.9959940574442
"Suriname","combined",2001,4,210,0.019047619047619,203,0,10.3346371870201,0.0863680016688024,0.0276334387653308,24.5554016750957
"Suriname","combined",2002,4,210,0.019047619047619,203,0,10.4479600055252,0.0866591741569628,0.0231587412039904,24.5385986170405
"Suriname","combined",2003,4,210,0.019047619047619,203,0,10.5011399775206,0.111124184145237,0.0285010478225418,25.0311034982902
"Suriname","combined",2004,4,210,0.019047619047619,203,0,10.6186670365381,0.107107172016245,0.0226617244837944,25.24156966583
"Suriname","combined",2005,4,212,0.0188679245283019,203,0,10.6452955058449,0.125939952677479,0.022917386255395,25.1469200584481
"Suriname","combined",2006,4,212,0.0188679245283019,203,0,10.711749750151,0.141689863235071,0.0233060988449004,25.3195305880504
"Suriname","combined",2007,6,315,0.019047619047619,203,0,10.5131382909592,0.122470952339709,0.0283926812821897,25.187377304418
"Suriname","combined",2008,10,526,0.0190114068441065,203,0,10.6127250073791,0.10945750914342,0.0243949732677592,25.3146843143183
"Suriname","combined",2009,10,510,0.0196078431372549,203,0,10.462841702634,0.0748654065635102,0.0293496790648797,24.8712737756419
"Suriname","combined",2010,9,500,0.018,203,0,10.5366489319048,0.109973854301669,0.0250867661841049,24.9535933485277
"Guinea","robusta",1981,14400,44750,0.321787709497207,81,0,9.63680453884638,0.11852079351337,0.02577612349444,20.918530814321
"Guinea","robusta",1982,14400,45200,0.31858407079646,81,0,9.62157673369975,0.107644821364943,0.0225685010525399,20.6015629154526
"Guinea","robusta",1983,14500,47000,0.308510638297872,81,0,9.55728448603779,0.0909934071115445,0.0186463164068749,20.1894887967749
"Guinea","robusta",1984,14700,50000,0.294,81,0,9.52865855035573,0.126803820167408,0.0189419866719112,20.1494435449001
"Guinea","robusta",1985,14800,53000,0.279245283018868,81,0,9.66421980999194,0.110750308733321,0.0143326529541676,20.47480432656
"Guinea","robusta",1986,14900,55000,0.270909090909091,81,0,9.68238424084238,0.103301405564993,0.0213878545934635,20.3024712843209
"Guinea","robusta",1987,6500,30000,0.216666666666667,81,0,9.53049708086183,0.123846907281897,0.0213543112224702,20.1606437391027
"Guinea","robusta",1988,6500,30000,0.216666666666667,81,0,9.59713233150405,0.145855759119974,0.0215452985676121,20.3406588451177
"Guinea","robusta",1989,20000,80000,0.25,81,0,9.83635877595365,0.151474582464639,0.0205861544676526,20.9814111876879
"Guinea","robusta",1990,27500,55000,0.5,81,0,9.53984670481428,0.140028612126472,0.0152982639105519,20.0926819944545
"Guinea","robusta",1991,30000,60000,0.5,81,0,9.68052896588932,0.137925212550855,0.0227955056400086,20.6940295501774
"Guinea","robusta",1992,30000,57773,0.519273709172105,81,0,9.81289700305597,0.127888805282473,0.0207337258813142,21.3926435873092
"Guinea","robusta",1993,28804,54440,0.529096252755327,81,0,9.6697095226499,0.0955611142344321,0.0193501316910779,20.7923709737445
"Guinea","robusta",1994,28800,55000,0.523636363636364,81,0,9.77729803081166,0.133961689636061,0.0196633551642301,20.6612342752731
"Guinea","robusta",1995,30000,54500,0.55045871559633,81,0,9.86090077846208,0.156342464417527,0.0188579971667319,20.8973061526814
"Guinea","robusta",1996,28000,55000,0.509090909090909,81,0,9.63304035776904,0.145361636011873,0.0212542821184542,20.3806113121847
"Guinea","robusta",1997,22750,55487,0.410005947339016,81,0,9.85241153282231,0.140986479504169,0.0224017051288566,21.1122135443498
"Guinea","robusta",1998,20000,50000,0.4,81,0,9.92501509247137,0.185917768315682,0.018027751028097,20.7479327121242
"Guinea","robusta",1999,20888,54699,0.381871697837255,81,0,9.84951308540239,0.160427683285,0.0200478191182001,21.0057409707805
"Guinea","robusta",2000,20217,50739,0.398450895760658,81,0,9.7366707011575,0.152969945290265,0.013109497350481,20.7477011219606
"Guinea","robusta",2001,22080,51359,0.429914912673533,81,0,9.8879550040268,0.175989659770339,0.0133361878803916,20.7707823343269
"Guinea","robusta",2002,14160,40000,0.354,81,0,9.99420251345276,0.238360557077142,0.011192107961235,20.668212226411
"Guinea","robusta",2003,19680,50000,0.3936,81,0,10.1486706413319,0.286559662496599,0.011591188755252,21.32150002626
"Guinea","robusta",2004,20880,45156,0.462397023651342,81,0,10.2251077374402,0.31854167590704,0.0149959058528097,21.5334596533675
"Guinea","robusta",2005,20220,45666,0.442780186572067,81,0,10.2316360204618,0.314006851833026,0.0162535740864594,21.4916232401188
"Guinea","robusta",2006,20770,52000,0.399423076923077,81,0,10.3377124562341,0.275193173701184,0.0171287898440601,22.145461698305
"Guinea","robusta",2007,23226,50000,0.46452,81,0,10.2989789067677,0.358953256809469,0.0137525848727532,21.8160303883853
"Guinea","robusta",2008,26556,53000,0.501056603773585,81,0,10.0279382140481,0.286952207493725,0.0118175064355426,20.6733215898681
"Guinea","robusta",2009,27353,65000,0.420815384615385,81,0,10.0648021116547,0.287129925730284,0.0152272635235074,20.9545369084525
"Guinea","robusta",2010,28173,63000,0.447190476190476,81,0,9.98357242921062,0.235746268036262,0.0167114644189294,21.1509756974406
"Panama","arabica",1981,7272,17341,0.419352978490283,169,0,9.34829149034884,0.00629146274092485,0.0695471187539859,21.5724926173693
"Panama","arabica",1982,7062,21984,0.321233624454148,169,0,9.29430284077443,0.00227858666437848,0.0699696061595818,21.6011912427536
"Panama","arabica",1983,8142,24033,0.338784171763825,169,0,9.37702353883063,0.00631004243576259,0.0564888994154624,21.3527466861879
"Panama","arabica",1984,8854,26369,0.335773066858811,169,0,9.68572924842856,0.0334627606506005,0.0502710237431531,21.8979164547776
"Panama","arabica",1985,10750,24000,0.447916666666667,169,0,9.36097351080069,0.00419715921448856,0.0667464808278781,21.3027838021956
"Panama","arabica",1986,9390,26000,0.361153846153846,169,0,9.29248660797325,0.00385843398621066,0.0605304691810484,21.0456650928701
"Panama","arabica",1987,10596,23906,0.443236007696813,169,0,9.37036003134354,0.00762259133718497,0.0581075001735711,21.0444205657748
"Panama","arabica",1988,10160,23906,0.42499790847486,169,0,9.48696958009897,0.0142719043120278,0.0584475841206524,21.6228590335218
"Panama","arabica",1989,10274,23906,0.429766585794361,169,0,9.515766634227,0.0112085723576786,0.0622567796891427,21.8080954679272
"Panama","arabica",1990,9757,24000,0.406541666666667,169,0,9.32940175551266,0.00633917600358127,0.0616610487537581,21.2435767517976
"Panama","arabica",1991,11547,25000,0.46188,169,0,9.38887451923856,0.00650515428458871,0.058490310196977,21.4291718794235
